# step, loss_train, loss_test, metrics_test
5.500000000000000000e+03 4.103632271289825439e-02 3.922940045595169067e-02 8.495394140481948853e-03 6.171353626996278763e-03 1.534581743180751801e-02 1.074597705155611038e-02 3.792522847652435303e-02 3.786164149641990662e-02 8.495394140481948853e-03 6.171353626996278763e-03 1.534581743180751801e-02 1.074597705155611038e-02
6.000000000000000000e+03 3.764801099896430969e-02 3.688125312328338623e-02 7.839585654437541962e-03 7.117396686226129532e-03 1.308477949351072311e-02 1.033569872379302979e-02 3.754853829741477966e-02 3.559659421443939209e-02 7.839585654437541962e-03 7.117396686226129532e-03 1.308477949351072311e-02 1.033569872379302979e-02
6.500000000000000000e+03 3.305267542600631714e-02 4.054072499275207520e-02 7.717256899923086166e-03 7.239156402647495270e-03 1.307906769216060638e-02 1.040125824511051178e-02 3.119613602757453918e-02 4.080090671777725220e-02 7.717256899923086166e-03 7.239156402647495270e-03 1.307906769216060638e-02 1.040125824511051178e-02
7.000000000000000000e+03 3.492491319775581360e-02 3.693682327866554260e-02 9.875604882836341858e-03 7.537629920989274979e-03 1.350407302379608154e-02 9.862801991403102875e-03 3.440491482615470886e-02 3.699837997555732727e-02 9.875604882836341858e-03 7.537629920989274979e-03 1.350407302379608154e-02 9.862801991403102875e-03
7.500000000000000000e+03 3.320742025971412659e-02 4.042211920022964478e-02 8.146319538354873657e-03 7.155098021030426025e-03 1.278015226125717163e-02 9.826755151152610779e-03 3.186590224504470825e-02 3.997115045785903931e-02 8.146319538354873657e-03 7.155098021030426025e-03 1.278015226125717163e-02 9.826755151152610779e-03
8.000000000000000000e+03 3.511307388544082642e-02 3.888339176774024963e-02 8.384055458009243011e-03 7.195460610091686249e-03 1.192631851881742477e-02 9.599800221621990204e-03 3.395581990480422974e-02 3.656447678804397583e-02 8.384055458009243011e-03 7.195460610091686249e-03 1.192631851881742477e-02 9.599800221621990204e-03
8.500000000000000000e+03 3.753480315208435059e-02 3.409285843372344971e-02 7.842889986932277679e-03 7.005433551967144012e-03 1.163167413324117661e-02 9.846240282058715820e-03 3.578469157218933105e-02 3.356991335749626160e-02 7.842889986932277679e-03 7.005433551967144012e-03 1.163167413324117661e-02 9.846240282058715820e-03
9.000000000000000000e+03 3.398806229233741760e-02 3.696073219180107117e-02 1.131050381809473038e-02 7.324199192225933075e-03 1.344629842787981033e-02 9.729048237204551697e-03 3.367911651730537415e-02 3.567760437726974487e-02 1.131050381809473038e-02 7.324199192225933075e-03 1.344629842787981033e-02 9.729048237204551697e-03
9.500000000000000000e+03 3.092731907963752747e-02 3.651832416653633118e-02 7.701502647250890732e-03 7.707369513809680939e-03 1.070206612348556519e-02 9.601595811545848846e-03 3.118986636400222778e-02 3.695989772677421570e-02 7.701502647250890732e-03 7.707369513809680939e-03 1.070206612348556519e-02 9.601595811545848846e-03
1.000000000000000000e+04 3.188647329807281494e-02 3.525762259960174561e-02 8.036111481487751007e-03 7.682015188038349152e-03 1.056342385709285736e-02 9.894272312521934509e-03 3.101102821528911591e-02 3.616632893681526184e-02 8.036111481487751007e-03 7.682015188038349152e-03 1.056342385709285736e-02 9.894272312521934509e-03
